user_id,Gender,Age,District
2148,Male,39,South of Israel
2149,Female,59,Haifa
2150,Female,23,Central Israel
2151,Female,44,Tel Aviv
2152,Female,51,Central Israel
2153,Male,28,Central Israel
2154,Male,28,Tel Aviv
2155,Male,27,South of Israel
2156,Female,26,Haifa
2157,Male,41,Haifa
2158,Female,19,Central Israel
2159,Female,43,Jerusalem
2160,Male,27,Haifa
2161,Male,35,Central Israel
2162,Male,59,South of Israel
2163,Male,32,Jerusalem
2164,Male,55,Tel Aviv
2165,Female,47,Haifa
2166,Female,32,Haifa
2167,Male,54,Jerusalem
2168,Male,37,Jerusalem
2169,Male,49,Jerusalem
2170,Male,58,Central Israel
2171,Female,58,Haifa
2172,Female,43,North of Israel
2173,Male,27,Haifa
2174,Female,31,South of Israel
2175,Female,47,North of Israel
2176,Male,34,Jerusalem
2177,Female,60,South of Israel
2178,Male,43,Haifa
2179,Female,41,Haifa
2180,Female,56,Tel Aviv
2181,Female,22,Jerusalem
2182,Female,65,South of Israel
2183,Male,28,Jerusalem
2184,Female,50,Central Israel
2185,Female,40,Haifa
2186,Female,61,Tel Aviv
2187,Female,42,South of Israel
2188,Male,38,South of Israel
2189,Male,41,Haifa
2190,Male,50,South of Israel
2191,Female,31,Central Israel
2192,Male,69,Haifa
2193,Female,62,Haifa
2194,Female,68,Central Israel
2195,Male,46,Tel Aviv
2196,Male,46,South of Israel
2197,Male,23,South of Israel
2198,Male,21,Central Israel
2199,Male,42,Central Israel
2200,Female,35,Central Israel
2201,Female,56,Central Israel
2202,Male,47,Central Israel
2203,Male,18,Central Israel
2204,Male,53,South of Israel
2205,Male,30,Central Israel
2206,Female,42,Tel Aviv
2207,Female,21,Haifa
2208,Male,61,Tel Aviv
2209,Female,61,Central Israel
2210,Female,36,Haifa
2211,Male,53,Haifa
2212,Female,21,Tel Aviv
2213,Male,28,North of Israel
2214,Female,46,North of Israel
2215,Female,51,South of Israel
2216,Female,45,Jerusalem
2217,Female,24,Jerusalem
2218,Male,29,Central Israel
2219,Female,54,Haifa
2220,Female,46,Jerusalem
2221,Female,32,Tel Aviv
2222,Female,68,South of Israel
2223,Male,50,South of Israel
2224,Male,18,Haifa
2225,Male,68,Haifa
2226,Female,52,Haifa
2227,Male,35,Jerusalem
2228,Female,69,Haifa
2229,Female,27,South of Israel
2230,Male,69,Central Israel
2231,Male,23,Central Israel
2232,Male,53,Tel Aviv
2233,Male,39,South of Israel
2234,Male,49,Tel Aviv
2235,Female,51,Central Israel
2236,Female,47,Tel Aviv
2237,Male,39,Haifa
2238,Male,59,South of Israel
2239,Male,66,North of Israel
2240,Male,54,South of Israel
2241,Female,68,Central Israel
2242,Female,27,North of Israel
2243,Male,57,Tel Aviv
2244,Female,63,Jerusalem
2245,Female,35,Haifa
2246,Male,29,South of Israel
2247,Female,39,Tel Aviv
2248,Male,27,Jerusalem
2249,Female,29,Jerusalem
2250,Female,18,Haifa
2251,Female,47,Jerusalem
2252,Female,35,Haifa
2253,Male,39,Haifa
2254,Female,22,Central Israel
2255,Female,29,Tel Aviv
2256,Female,55,Tel Aviv
2257,Female,63,Central Israel
2258,Male,24,Tel Aviv
2259,Male,47,Tel Aviv
2260,Male,59,Tel Aviv
2261,Female,22,Haifa
2262,Male,36,South of Israel
2263,Female,26,Jerusalem
2264,Female,31,Jerusalem
2265,Male,60,North of Israel
2266,Male,63,Jerusalem
2267,Male,47,Tel Aviv
2268,Male,29,North of Israel
2269,Male,33,South of Israel
2270,Female,45,North of Israel
2271,Female,64,Tel Aviv
2272,Male,33,North of Israel
2273,Male,51,Jerusalem
2274,Male,67,Jerusalem
2275,Male,26,Haifa
2276,Female,55,South of Israel
2277,Female,49,Haifa
2278,Male,47,South of Israel
2279,Female,31,Haifa
2280,Female,23,South of Israel
2281,Male,46,Central Israel
2282,Female,27,North of Israel
2283,Male,42,North of Israel
2284,Female,46,Central Israel
2285,Female,33,Haifa
2286,Female,35,Central Israel
2287,Female,44,North of Israel
2288,Male,31,Tel Aviv
2289,Female,25,Haifa
2290,Female,49,Haifa
2291,Female,35,South of Israel
2292,Female,46,Haifa
2293,Male,59,North of Israel
2294,Male,38,Central Israel
2295,Male,57,South of Israel
2296,Female,60,Central Israel
2297,Male,54,North of Israel
2298,Female,56,Jerusalem
2299,Female,48,South of Israel
2300,Male,46,Haifa
2301,Male,64,South of Israel
2302,Male,32,North of Israel
2303,Male,55,North of Israel
2304,Male,68,Central Israel
2305,Female,52,Central Israel
2306,Female,48,North of Israel
2307,Male,28,Haifa
2308,Male,27,North of Israel
2309,Male,39,Haifa
2310,Male,64,Haifa
2311,Female,26,South of Israel
2312,Female,23,Central Israel
2313,Male,53,Central Israel
2314,Female,55,South of Israel
2315,Female,59,North of Israel
2316,Male,30,North of Israel
2317,Female,36,South of Israel
2318,Male,25,Central Israel
2319,Female,25,North of Israel
2320,Female,50,Jerusalem
2321,Female,22,North of Israel
2322,Female,50,Haifa
2323,Male,35,South of Israel
2324,Female,57,Tel Aviv
2325,Female,57,Jerusalem
2326,Female,68,South of Israel
2327,Female,18,Jerusalem
2328,Male,39,South of Israel
2329,Male,30,South of Israel
2330,Male,35,Haifa
2331,Female,31,Tel Aviv
2332,Male,33,Central Israel
2333,Female,54,Tel Aviv
2334,Female,36,Tel Aviv
2335,Male,62,North of Israel
2336,Male,59,Haifa
2337,Male,28,North of Israel
2338,Male,30,North of Israel
2339,Male,25,South of Israel
2340,Female,53,Jerusalem
2341,Female,26,South of Israel
2342,Male,28,Jerusalem
2343,Male,59,Central Israel
2344,Male,59,Jerusalem
2345,Male,20,Haifa
2346,Female,55,South of Israel
2347,Female,43,Jerusalem
2348,Male,61,Tel Aviv
2349,Female,38,Tel Aviv
2350,Female,20,Tel Aviv
2351,Male,35,South of Israel
2352,Female,20,Central Israel
2353,Male,60,Jerusalem
2354,Female,61,Tel Aviv
2355,Female,27,Jerusalem
2356,Female,48,Haifa
2357,Female,37,Haifa
2358,Male,44,North of Israel
2359,Female,26,Central Israel
2360,Female,44,Tel Aviv
2361,Female,35,Tel Aviv
2362,Female,58,Tel Aviv
2363,Male,19,Central Israel
2364,Male,40,South of Israel
2365,Male,28,Central Israel
2366,Female,23,Jerusalem
2367,Male,65,South of Israel
2368,Female,59,North of Israel
2369,Female,54,South of Israel
2370,Male,37,Tel Aviv
2371,Male,52,South of Israel
2372,Male,37,Tel Aviv
2373,Male,34,North of Israel
2374,Male,53,Tel Aviv
2375,Female,22,Central Israel
2376,Female,26,North of Israel
2377,Male,31,Central Israel
2378,Male,21,Tel Aviv
2379,Male,60,North of Israel
2380,Male,24,Tel Aviv
2381,Female,44,Tel Aviv
2382,Female,65,North of Israel
2383,Male,34,Tel Aviv
2384,Female,60,Haifa
2385,Female,62,North of Israel
2386,Male,62,Jerusalem
2387,Female,53,Jerusalem
2388,Male,54,North of Israel
2389,Female,42,North of Israel
2390,Female,52,South of Israel
2391,Female,23,Jerusalem
2392,Female,20,North of Israel
2393,Male,27,South of Israel
2394,Female,32,Haifa
2395,Female,69,Haifa
2396,Female,60,Haifa
2397,Female,31,Tel Aviv
2398,Male,29,North of Israel
2399,Male,35,South of Israel
2400,Male,58,Central Israel
2401,Female,69,Tel Aviv
2402,Male,45,Haifa
2403,Female,27,South of Israel
2404,Female,19,North of Israel
2405,Male,25,North of Israel
2406,Male,30,Central Israel
2407,Male,48,Jerusalem
2408,Male,35,Haifa
2409,Male,46,Tel Aviv
2410,Female,54,Haifa
2411,Female,68,Central Israel
2412,Male,66,Central Israel
2413,Male,30,Jerusalem
2414,Male,39,North of Israel
2415,Male,56,Haifa
2416,Female,36,Jerusalem
2417,Female,62,South of Israel
2418,Male,55,North of Israel
2419,Female,19,Haifa
2420,Female,24,Haifa
2421,Male,68,South of Israel
2422,Female,44,North of Israel
2423,Male,54,Jerusalem
2424,Female,31,South of Israel
2425,Female,64,South of Israel
2426,Female,29,North of Israel
2427,Female,20,Jerusalem
2428,Male,39,Jerusalem
2429,Female,20,Jerusalem
2430,Female,20,South of Israel
2431,Female,48,North of Israel
2432,Female,60,Jerusalem
2433,Male,63,South of Israel
2434,Male,36,South of Israel
2435,Male,46,North of Israel
2436,Female,63,Tel Aviv
2437,Male,44,Central Israel
2438,Female,53,Central Israel
2439,Female,19,Tel Aviv
2440,Male,25,Haifa
2441,Male,20,Haifa
2442,Male,36,Central Israel
2443,Male,64,Jerusalem
2444,Male,26,Jerusalem
2445,Female,39,Central Israel
2446,Female,26,Jerusalem
2447,Male,44,Haifa
2448,Male,63,Haifa
2449,Male,52,Jerusalem
2450,Male,61,Jerusalem
2451,Female,60,North of Israel
2452,Female,55,Haifa
2453,Male,51,South of Israel
2454,Female,48,North of Israel
2455,Female,34,South of Israel
2456,Male,40,Haifa
2457,Female,28,North of Israel
2458,Male,67,Haifa
2459,Female,28,Tel Aviv
2460,Female,68,Central Israel
2461,Female,29,Jerusalem
2462,Female,53,Central Israel
2463,Male,36,Jerusalem
2464,Female,29,Haifa
2465,Female,18,South of Israel
2466,Female,51,Central Israel
2467,Female,37,South of Israel
2468,Male,46,Central Israel
2469,Male,53,Central Israel
2470,Male,60,Central Israel
2471,Female,26,Jerusalem
2472,Male,48,Jerusalem
2473,Female,64,South of Israel
2474,Female,48,South of Israel
2475,Male,28,Central Israel
2476,Male,42,Tel Aviv
2477,Male,55,South of Israel
2478,Male,53,Tel Aviv
2479,Male,22,Central Israel
2480,Female,24,Central Israel
2481,Female,68,Tel Aviv
2482,Male,26,North of Israel
2483,Male,41,Jerusalem
2484,Male,63,North of Israel
2485,Male,50,South of Israel
2486,Female,39,South of Israel
2487,Female,51,Tel Aviv
2488,Male,68,North of Israel
2489,Female,28,Tel Aviv
2490,Female,53,Haifa
2491,Male,41,Haifa
2492,Female,44,South of Israel
2493,Male,41,Haifa
2494,Female,68,Central Israel
2495,Female,65,Central Israel
2496,Female,66,Haifa
2497,Female,49,Haifa
2498,Male,40,South of Israel
2499,Female,66,Jerusalem
2500,Female,59,Haifa
2501,Female,67,Central Israel
2502,Female,22,Jerusalem
2503,Male,58,Jerusalem
2504,Male,31,South of Israel
2505,Male,34,South of Israel
2506,Female,19,South of Israel
2507,Male,52,South of Israel
2508,Female,46,North of Israel
2509,Female,53,Central Israel
2510,Male,32,Haifa
2511,Male,57,Jerusalem
2512,Male,33,South of Israel
2513,Male,69,Jerusalem
2514,Male,46,North of Israel
2515,Female,36,Haifa
2516,Female,61,North of Israel
2517,Male,65,Jerusalem
2518,Male,62,Central Israel
2519,Male,59,North of Israel
2520,Male,29,North of Israel
2521,Female,37,Tel Aviv
2522,Female,29,Central Israel
2523,Male,21,South of Israel
2524,Female,61,South of Israel
2525,Female,51,Haifa
2526,Male,48,South of Israel
2527,Female,27,North of Israel
2528,Male,61,Central Israel
2529,Female,58,North of Israel
2530,Female,24,North of Israel
2531,Female,45,Jerusalem
2532,Female,68,North of Israel
2533,Male,28,Central Israel
2534,Female,27,Haifa
2535,Female,45,South of Israel
2536,Female,27,Jerusalem
2537,Female,67,Central Israel
2538,Male,44,Central Israel
2539,Male,55,Haifa
2540,Male,63,North of Israel
2541,Female,40,South of Israel
2542,Male,67,Haifa
2543,Female,29,South of Israel
2544,Female,43,Jerusalem
2545,Male,42,South of Israel
2546,Male,31,South of Israel
2547,Male,20,Central Israel
2548,Male,28,Tel Aviv
2549,Male,33,Central Israel
2550,Female,31,South of Israel
2551,Female,37,Tel Aviv
2552,Male,26,Haifa
2553,Male,21,Tel Aviv
2554,Male,33,Haifa
2555,Male,31,North of Israel
2556,Female,18,Jerusalem
2557,Female,29,North of Israel
2558,Male,21,Central Israel
2559,Female,50,Central Israel
2560,Female,64,Tel Aviv
2561,Male,20,Central Israel
2562,Female,20,Jerusalem
2563,Male,49,Jerusalem
2564,Female,18,Tel Aviv
2565,Female,22,Jerusalem
2566,Female,30,Jerusalem
2567,Female,20,South of Israel
2568,Male,43,Tel Aviv
2569,Female,67,Haifa
2570,Female,23,South of Israel
2571,Female,66,Haifa
2572,Female,58,South of Israel
2573,Male,59,North of Israel
2574,Male,65,South of Israel
2575,Male,47,Central Israel
2576,Female,43,North of Israel
2577,Male,33,South of Israel
2578,Female,46,Central Israel
2579,Female,21,Jerusalem
2580,Male,34,Central Israel
2581,Male,31,Central Israel
2582,Male,48,Haifa
2583,Male,43,Jerusalem
2584,Male,40,Central Israel
2585,Female,39,Central Israel
2586,Female,37,North of Israel
2587,Male,43,Central Israel
2588,Male,64,Tel Aviv
2589,Male,24,Haifa
2590,Male,59,North of Israel
2591,Female,63,Central Israel
2592,Female,30,South of Israel
2593,Male,43,Tel Aviv
2594,Female,50,Tel Aviv
2595,Female,37,Jerusalem
2596,Male,54,Haifa
2597,Female,43,South of Israel
2598,Male,44,Tel Aviv
2599,Female,68,South of Israel
2600,Female,32,Jerusalem
2601,Female,45,Tel Aviv
2602,Female,40,Haifa
2603,Male,48,North of Israel
2604,Female,23,Tel Aviv
2605,Female,30,Haifa
2606,Female,58,North of Israel
2607,Female,51,Central Israel
2608,Male,59,Jerusalem
2609,Male,62,South of Israel
2610,Male,58,Tel Aviv
2611,Female,68,Tel Aviv
2612,Male,53,Haifa
2613,Female,53,Tel Aviv
2614,Female,20,Haifa
2615,Male,18,Tel Aviv
2616,Male,47,North of Israel
2617,Male,34,Tel Aviv
2618,Male,55,South of Israel
2619,Male,50,Tel Aviv
2620,Female,20,Jerusalem
2621,Female,27,Tel Aviv
2622,Male,42,Tel Aviv
2623,Male,31,Jerusalem
2624,Male,37,Jerusalem
2625,Male,32,Tel Aviv
2626,Female,32,South of Israel
2627,Female,56,Tel Aviv
2628,Male,19,North of Israel
2629,Female,60,Tel Aviv
2630,Female,59,North of Israel
2631,Male,27,Haifa
2632,Female,24,Jerusalem
2633,Male,51,Jerusalem
2634,Female,22,North of Israel
2635,Female,22,Haifa
2636,Female,38,Tel Aviv
2637,Female,37,Haifa
2638,Male,36,Tel Aviv
2639,Female,58,Tel Aviv
2640,Female,32,Haifa
2641,Female,65,Central Israel
2642,Female,69,South of Israel
2643,Male,53,North of Israel
2644,Male,51,Jerusalem
2645,Male,53,North of Israel
2646,Female,66,Jerusalem
2647,Male,25,Central Israel
2648,Female,60,South of Israel
2649,Female,45,Central Israel
2650,Male,39,Tel Aviv
2651,Male,35,Haifa
2652,Male,68,Central Israel
2653,Male,28,Haifa
2654,Male,22,Jerusalem
2655,Female,43,Tel Aviv
2656,Female,48,Haifa
2657,Male,57,North of Israel
2658,Male,63,Jerusalem
2659,Male,68,South of Israel
2660,Male,65,Haifa
2661,Female,52,Central Israel
2662,Female,45,Jerusalem
2663,Male,61,Haifa
2664,Female,68,Tel Aviv
2665,Female,59,Central Israel
2666,Male,40,Jerusalem
2667,Female,32,Haifa
2668,Male,53,Jerusalem
2669,Female,50,Jerusalem
2670,Female,35,Haifa
2671,Female,39,Central Israel
2672,Female,64,South of Israel
2673,Male,26,Tel Aviv
2674,Female,20,North of Israel
2675,Female,53,North of Israel
2676,Female,39,North of Israel
2677,Female,30,Tel Aviv
2678,Male,54,Central Israel
2679,Male,62,Central Israel
2680,Male,66,South of Israel
2681,Female,59,Haifa
2682,Male,26,Jerusalem
2683,Female,62,South of Israel
2684,Female,54,Tel Aviv
2685,Male,50,Tel Aviv
2686,Male,44,North of Israel
2687,Male,23,Haifa
2688,Male,60,South of Israel
2689,Male,65,South of Israel
2690,Female,29,South of Israel
2691,Female,50,Jerusalem
2692,Male,50,South of Israel
2693,Male,22,Jerusalem
2694,Male,43,Jerusalem
2695,Male,69,Central Israel
2696,Female,50,North of Israel
2697,Female,22,Central Israel
2698,Male,57,Jerusalem
2699,Female,56,Jerusalem
2700,Female,45,South of Israel
2701,Male,34,Central Israel
2702,Female,48,Tel Aviv
2703,Male,32,South of Israel
2704,Female,23,North of Israel
2705,Female,68,Central Israel
2706,Female,35,Haifa
2707,Female,67,Central Israel
2708,Male,63,North of Israel
2709,Female,49,North of Israel
2710,Female,68,Jerusalem
2711,Female,68,Central Israel
2712,Female,63,North of Israel
2713,Male,22,Tel Aviv
2714,Male,66,Jerusalem
2715,Male,36,Tel Aviv
2716,Female,30,Haifa
2717,Male,58,Jerusalem
2718,Female,41,Haifa
2719,Female,68,Jerusalem
2720,Male,57,Tel Aviv
2721,Male,58,Central Israel
2722,Male,29,South of Israel
2723,Male,42,Central Israel
2724,Male,64,Tel Aviv
2725,Female,43,Central Israel
2726,Female,31,North of Israel
2727,Male,59,Jerusalem
2728,Male,63,North of Israel
2729,Male,22,Jerusalem
2730,Male,62,Jerusalem
2731,Female,22,Tel Aviv
2732,Female,57,South of Israel
2733,Male,66,Central Israel
2734,Female,24,South of Israel
2735,Female,62,South of Israel
2736,Male,51,South of Israel
2737,Female,33,Haifa
2738,Male,37,North of Israel
2739,Female,44,Haifa
2740,Female,27,North of Israel
2741,Female,63,South of Israel
2742,Female,61,North of Israel
2743,Male,27,Jerusalem
2744,Female,25,Haifa
2745,Female,59,Tel Aviv
2746,Female,27,South of Israel
2747,Female,38,North of Israel
2748,Male,68,Central Israel
2749,Male,49,North of Israel
2750,Male,64,Haifa
2751,Female,44,Haifa
2752,Male,60,Haifa
2753,Female,64,Central Israel
2754,Female,19,South of Israel
2755,Male,19,Haifa
2756,Male,60,South of Israel
2757,Male,65,Haifa
2758,Male,40,Jerusalem
2759,Male,30,Tel Aviv
2760,Female,51,Jerusalem
2761,Female,69,Haifa
2762,Male,33,Jerusalem
2763,Male,65,Tel Aviv
2764,Male,67,Haifa
2765,Male,29,Central Israel
2766,Female,62,South of Israel
2767,Female,18,Tel Aviv
2768,Male,45,Central Israel
2769,Female,59,South of Israel
2770,Female,63,Jerusalem
2771,Male,68,Haifa
2772,Female,26,Jerusalem
2773,Male,60,South of Israel
2774,Female,56,Tel Aviv
2775,Female,57,North of Israel
2776,Female,37,Tel Aviv
2777,Female,52,South of Israel
2778,Male,53,Jerusalem
2779,Female,47,South of Israel
2780,Female,23,Central Israel
2781,Female,50,Jerusalem
2782,Female,69,Jerusalem
2783,Male,18,South of Israel
2784,Male,44,Central Israel
2785,Male,44,South of Israel
2786,Female,62,Haifa
2787,Male,43,Jerusalem
2788,Female,44,Jerusalem
2789,Female,21,South of Israel
2790,Male,48,North of Israel
2791,Male,42,Jerusalem
2792,Male,54,Haifa
2793,Male,38,Central Israel
2794,Male,66,North of Israel
2795,Female,62,Tel Aviv
2796,Female,22,Central Israel
2797,Male,44,Haifa
2798,Male,24,North of Israel
2799,Male,30,South of Israel
2800,Male,31,Tel Aviv
2801,Female,34,North of Israel
2802,Female,63,North of Israel
2803,Male,48,North of Israel
2804,Female,62,Jerusalem
2805,Female,41,Haifa
2806,Male,34,Central Israel
2807,Female,67,South of Israel
2808,Male,42,Central Israel
2809,Female,39,Jerusalem
2810,Female,42,South of Israel
2811,Female,57,Haifa
2812,Female,45,Haifa
2813,Male,46,Jerusalem
2814,Female,21,North of Israel
2815,Female,41,North of Israel
2816,Female,30,Tel Aviv
2817,Female,18,Haifa
2818,Male,27,Tel Aviv
2819,Male,34,South of Israel
2820,Male,28,Tel Aviv
2821,Female,32,Haifa
2822,Male,23,North of Israel
2823,Female,59,Haifa
2824,Female,56,North of Israel
2825,Male,59,Jerusalem
2826,Male,46,South of Israel
2827,Male,52,North of Israel
2828,Male,37,Central Israel
2829,Male,42,Tel Aviv
2830,Female,48,Haifa
2831,Female,54,Jerusalem
2832,Male,37,South of Israel
2833,Male,32,Tel Aviv
2834,Male,26,North of Israel
2835,Male,69,South of Israel
2836,Female,41,Tel Aviv
2837,Female,26,South of Israel
2838,Male,61,Jerusalem
2839,Female,48,South of Israel
2840,Female,58,Jerusalem
2841,Male,64,South of Israel
2842,Female,38,North of Israel
2843,Male,27,North of Israel
2844,Female,42,South of Israel
2845,Female,44,Jerusalem
2846,Female,20,South of Israel
2847,Female,51,South of Israel
2848,Male,65,Tel Aviv
2849,Female,30,Tel Aviv
2850,Female,48,Haifa
2851,Female,38,South of Israel
2852,Female,39,Central Israel
2853,Male,56,North of Israel
2854,Male,55,Haifa
2855,Male,58,Haifa
2856,Female,66,Jerusalem
2857,Male,36,North of Israel
2858,Female,43,South of Israel
2859,Female,28,North of Israel
2860,Male,47,Central Israel
2861,Male,67,Haifa
2862,Male,21,South of Israel
2863,Male,60,Central Israel
2864,Male,50,South of Israel
2865,Female,19,Haifa
2866,Female,26,Jerusalem
2867,Male,58,Jerusalem
2868,Male,21,Central Israel
2869,Male,23,Haifa
2870,Male,54,Jerusalem
2871,Female,25,Central Israel
2872,Female,68,Jerusalem
2873,Male,37,Central Israel
2874,Female,45,South of Israel
2875,Female,63,North of Israel
2876,Male,23,South of Israel
2877,Female,49,Jerusalem
2878,Male,63,North of Israel
2879,Female,31,Haifa
2880,Female,50,North of Israel
2881,Female,65,North of Israel
2882,Female,56,Jerusalem
2883,Male,66,South of Israel
2884,Female,61,Tel Aviv
2885,Female,65,Tel Aviv
2886,Female,25,Tel Aviv
2887,Female,33,Tel Aviv
2888,Male,31,Jerusalem
2889,Male,60,South of Israel
2890,Male,69,South of Israel
2891,Female,54,Haifa
2892,Male,58,Haifa
2893,Female,62,Tel Aviv
2894,Female,69,Tel Aviv
2895,Male,28,Haifa
2896,Male,65,North of Israel
2897,Male,53,Tel Aviv
2898,Male,36,North of Israel
2899,Male,48,Haifa
2900,Female,52,South of Israel
2901,Female,62,Jerusalem
2902,Male,35,South of Israel
2903,Male,66,North of Israel
2904,Male,20,Tel Aviv
2905,Male,37,Central Israel
2906,Female,51,Central Israel
2907,Female,26,Tel Aviv
2908,Male,36,South of Israel
2909,Female,64,Tel Aviv
2910,Female,39,North of Israel
2911,Male,63,Tel Aviv
2912,Female,58,Central Israel
2913,Male,37,Jerusalem
2914,Female,61,Haifa
2915,Female,39,Tel Aviv
2916,Female,50,North of Israel
2917,Female,68,Tel Aviv
2918,Male,55,Central Israel
2919,Female,23,Jerusalem
2920,Female,50,Haifa
2921,Female,53,Central Israel
2922,Female,62,North of Israel
2923,Male,44,Central Israel
2924,Male,69,Haifa
2925,Male,46,North of Israel
2926,Female,27,Jerusalem
2927,Male,51,Central Israel
2928,Female,49,Jerusalem
2929,Female,40,Jerusalem
2930,Male,37,North of Israel
2931,Male,31,Tel Aviv
2932,Male,43,Haifa
2933,Male,46,Haifa
2934,Male,56,North of Israel
2935,Female,50,North of Israel
2936,Female,69,South of Israel
2937,Male,60,Central Israel
2938,Male,34,Central Israel
2939,Male,59,Tel Aviv
2940,Male,20,Haifa
2941,Female,25,Haifa
2942,Female,21,Tel Aviv
2943,Male,58,Haifa
2944,Female,38,South of Israel
2945,Female,62,South of Israel
2946,Male,51,South of Israel
2947,Female,29,Central Israel
2948,Male,38,Haifa
2949,Female,48,Central Israel
2950,Female,48,Central Israel
2951,Female,28,Jerusalem
2952,Female,35,South of Israel
2953,Male,20,Jerusalem
2954,Female,57,Jerusalem
2955,Female,34,South of Israel
2956,Female,61,North of Israel
2957,Female,32,Jerusalem
2958,Male,56,Jerusalem
2959,Male,23,Jerusalem
2960,Male,20,South of Israel
2961,Female,20,Central Israel
2962,Male,18,Haifa
2963,Female,59,South of Israel
2964,Female,54,Jerusalem
2965,Male,69,Jerusalem
2966,Male,38,Jerusalem
2967,Male,67,Tel Aviv
2968,Male,59,Tel Aviv
2969,Male,50,Tel Aviv
2970,Female,26,Tel Aviv
2971,Female,29,Tel Aviv
2972,Male,56,Central Israel
2973,Male,52,Jerusalem
2974,Male,24,North of Israel
2975,Male,52,Jerusalem
2976,Female,18,Central Israel
2977,Female,57,North of Israel
2978,Male,50,North of Israel
2979,Female,48,Tel Aviv
2980,Female,27,Central Israel
2981,Male,34,Tel Aviv
2982,Female,36,Tel Aviv
2983,Male,34,Haifa
2984,Female,64,Tel Aviv
2985,Female,35,Haifa
2986,Female,28,Tel Aviv
2987,Female,48,Tel Aviv
2988,Male,52,North of Israel
2989,Female,26,Haifa
2990,Female,40,Jerusalem
2991,Female,42,Tel Aviv
2992,Female,44,South of Israel
2993,Male,61,North of Israel
2994,Male,42,North of Israel
2995,Male,53,Jerusalem
2996,Female,51,Central Israel
2997,Male,44,Tel Aviv
2998,Female,60,Jerusalem
2999,Female,25,Haifa
3000,Male,36,South of Israel
3001,Male,32,Haifa
3002,Male,60,Haifa
3003,Male,56,Tel Aviv
3004,Male,27,Haifa
3005,Female,53,South of Israel
3006,Female,32,Central Israel
3007,Male,40,Central Israel
3008,Male,34,South of Israel
3009,Male,63,Jerusalem
3010,Male,62,Central Israel
3011,Female,33,Tel Aviv
3012,Female,69,Tel Aviv
3013,Male,22,Tel Aviv
3014,Female,26,South of Israel
3015,Female,24,Tel Aviv
3016,Male,18,Central Israel
3017,Female,61,Jerusalem
3018,Male,27,Haifa
3019,Female,34,Haifa
3020,Female,32,Haifa
3021,Female,62,Haifa
3022,Female,63,Jerusalem
3023,Male,21,South of Israel
3024,Female,30,South of Israel
3025,Female,27,Jerusalem
3026,Female,25,Haifa
3027,Female,27,Central Israel
3028,Male,36,Central Israel
3029,Male,42,North of Israel
3030,Male,66,North of Israel
3031,Female,58,Haifa
3032,Male,43,Tel Aviv
3033,Female,35,Tel Aviv
3034,Female,67,Tel Aviv
3035,Male,59,Tel Aviv
3036,Male,39,North of Israel
3037,Male,25,Central Israel
3038,Male,31,Haifa
3039,Male,52,Haifa
3040,Female,32,Jerusalem
3041,Female,25,Tel Aviv
3042,Male,39,Tel Aviv
3043,Male,26,North of Israel
3044,Male,28,Haifa
3045,Male,24,South of Israel
3046,Female,61,Tel Aviv
3047,Female,52,Jerusalem
3048,Male,65,North of Israel
3049,Female,50,Tel Aviv
3050,Female,67,Jerusalem
3051,Male,32,Haifa
3052,Female,52,Tel Aviv
3053,Male,32,Tel Aviv
3054,Female,28,North of Israel
3055,Female,65,South of Israel
3056,Female,53,Haifa
3057,Female,32,Tel Aviv
3058,Male,45,Haifa
3059,Female,51,Central Israel
3060,Female,46,Jerusalem
3061,Female,52,South of Israel
3062,Female,47,Jerusalem
3063,Male,57,Central Israel
3064,Male,32,Haifa
3065,Male,45,North of Israel
3066,Female,65,North of Israel
3067,Male,66,Tel Aviv
3068,Female,27,Central Israel
3069,Female,58,North of Israel
3070,Male,61,Central Israel
3071,Male,18,Jerusalem
3072,Male,57,Central Israel
3073,Male,18,South of Israel
3074,Male,66,Tel Aviv
3075,Female,29,Central Israel
3076,Female,61,Central Israel
3077,Male,23,South of Israel
3078,Male,33,North of Israel
3079,Male,56,Tel Aviv
3080,Male,45,Haifa
3081,Female,19,Central Israel
3082,Female,57,North of Israel
3083,Male,32,Tel Aviv
3084,Female,40,North of Israel
3085,Female,29,North of Israel
3086,Male,53,Jerusalem
3087,Female,52,North of Israel
3088,Male,40,Jerusalem
3089,Female,62,North of Israel
3090,Female,23,North of Israel
3091,Female,22,North of Israel
3092,Female,52,Jerusalem
3093,Male,43,Haifa
3094,Female,68,Central Israel
3095,Female,62,Tel Aviv
3096,Female,65,South of Israel
3097,Female,26,Tel Aviv
3098,Male,50,South of Israel
3099,Male,22,Tel Aviv
3100,Male,31,Jerusalem
3101,Female,61,Tel Aviv
3102,Male,20,Central Israel
3103,Female,34,Jerusalem
3104,Female,28,Jerusalem
3105,Male,26,Tel Aviv
3106,Male,66,Haifa
3107,Male,67,Tel Aviv
3108,Male,20,Jerusalem
3109,Male,60,Jerusalem
3110,Female,50,Jerusalem
3111,Female,35,Haifa
3112,Male,43,North of Israel
3113,Male,65,Central Israel
3114,Male,47,South of Israel
3115,Male,58,Haifa
3116,Female,19,North of Israel
3117,Female,69,Central Israel
3118,Male,41,Central Israel
3119,Female,25,Tel Aviv
3120,Female,49,South of Israel
3121,Male,38,Haifa
3122,Female,39,North of Israel
